20000
10
5509115
2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	
-49488	-50776	-50500	-49415	-50832	-49717	-50333	-50330	-48763	-50166	
49195	50681	49747	51368	50229	50654	49841	49451	49519	50139	
501	1
914	4
423	2
989	6
956	8
477	4
119	1
566	5
727	7
916	9
771	8
285	3
915	10
646	8
445	6
866	12
209	3
838	15
662	12
487	9
469	10
420	9
575	14
634	16
994	26
609	16
786	21
999	27
740	20
991	27
940	27
670	20
766	23
487	15
728	24
401	14
400	14
339	12
467	17
973	36
814	31
735	28
875	34
760	30
962	38
411	17
290	12
935	39
563	24
461	20
690	30
715	33
701	33
849	41
283	14
391	20
782	41
1000	54
783	43
543	30
732	41
912	52
806	49
930	58
709	45
196	13
270	18
953	64
860	59
513	36
743	55
755	57
844	65
793	63
718	58
859	70
733	60
646	54
251	21
272	23
834	71
891	76
594	51
567	49
994	88
101	9
645	59
313	29
917	85
981	93
905	90
808	81
617	62
129	13
831	84
905	93
819	85
997	105
565	60
593	63
700	75
569	61
242	26
664	72
618	68
941	104
841	93
795	88
640	71
943	106
311	35
313	36
354	41
316	38
922	112
788	96
989	121
963	118
625	77
809	100
954	118
809	102
293	37
892	113
984	127
888	115
292	38
974	128
961	127
686	91
677	90
478	64
438	59
704	95
681	92
851	115
968	132
469	64
849	117
850	119
935	135
941	136
943	139
725	107
201	30
953	144
524	80
880	135
832	128
845	130
517	80
697	109
115	18
942	148
890	140
830	131
177	28
598	95
482	77
674	108
655	105
304	49
912	147
648	105
862	141
406	67
841	141
773	130
919	156
737	126
374	64
730	125
948	163
977	169
863	151
457	80
542	95
860	152
325	58
563	101
558	101
115	21
240	44
725	133
403	75
231	43
439	82
586	110
69	13
604	116
779	150
787	152
864	169
608	119
938	184
784	154
962	193
249	50
672	135
473	96
710	146
233	48
737	153
958	199
995	208
434	91
495	105
999	212
738	157
808	172
789	168
698	149
771	165
476	103
397	86
970	211
887	195
978	217
401	90
667	150
945	213
554	125
942	213
895	203
948	216
547	126
728	168
805	186
861	199
177	41
997	231
855	200
448	105
661	156
813	192
735	174
861	204
877	208
795	190
768	184
388	93
54	13
998	241
977	236
337	82
957	234
1000	246
824	203
801	201
536	135
463	117
525	133
418	106
623	158
677	172
759	193
732	187
872	223
529	136
412	106
998	257
132	34
903	233
950	246
764	198
517	134
960	249
154	40
698	182
505	132
960	251
382	100
979	257
561	149
735	196
847	226
559	150
872	234
222	60
1000	271
829	226
736	201
819	224
157	43
270	74
855	236
670	186
806	224
954	266
268	75
132	37
763	215
952	270
257	73
454	129
963	274
917	262
658	188
787	225
703	201
688	198
832	240
958	278
861	250
836	243
825	240
962	281
605	177
627	184
280	83
991	294
869	258
784	233
702	210
868	260
997	300
901	272
993	300
582	176
877	267
36	11
424	130
935	287
876	269
344	106
843	260
463	143
953	295
675	209
910	282
859	267
607	189
882	275
189	59
506	158
512	160
454	142
682	214
892	283
658	210
854	274
731	235
895	289
758	246
415	135
378	123
811	264
571	186
485	158
604	197
699	230
139	46
554	184
838	281
987	333
488	165
381	129
762	260
361	124
916	315
404	139
810	279
362	126
936	326
794	278
618	217
469	165
466	164
617	219
721	256
893	319
957	342
746	267
776	278
834	299
662	238
432	156
736	266
747	270
984	357
886	322
912	333
692	254
490	180
430	158
543	200
863	318
894	330
678	251
802	297
901	334
179	67
983	368
611	229
875	328
479	180
664	250
122	46
676	255
608	231
857	326
176	67
917	350
882	337
900	344
609	233
1000	383
979	375
634	244
753	290
760	293
306	118
114	44
400	155
752	292
650	254
623	244
615	241
158	62
638	251
917	362
652	258
815	323
500	199
890	357
152	61
731	294
439	177
907	366
954	386
722	293
562	229
874	357
727	297
868	355
731	299
188	77
522	214
666	276
988	410
686	285
125	53
658	279
412	176
672	288
374	161
964	415
651	281
905	391
896	390
386	169
724	317
526	231
914	402
934	411
904	398
489	217
191	85
933	417
871	391
824	370
668	300
587	265
817	369
679	307
604	275
948	432
275	126
589	271
919	423
953	439
834	385
388	180
618	287
380	177
223	104
831	388
469	219
552	258
585	275
519	245
95	45
887	421
288	137
86	41
813	388
287	137
963	460
756	362
681	327
312	150
106	51
515	248
816	393
436	210
421	203
184	89
510	247
193	94
746	364
966	473
628	308
864	424
974	478
936	461
533	263
412	204
749	371
878	437
914	455
901	450
814	407
557	279
726	364
223	112
499	251
281	142
815	413
356	181
285	145
748	381
722	368
986	504
788	403
691	355
990	511
776	401
779	404
908	471
367	192
747	391
995	522
618	327
943	500
561	298
886	471
660	352
719	384
765	409
658	352
717	384
855	458
584	313
940	504
654	351
121	65
716	385
797	429
906	488
567	306
323	175
359	195
237	129
369	202
871	478
455	250
504	280
870	486
678	379
327	183
198	111
729	411
453	256
414	234
810	458
895	507
714	406
930	529
279	159
844	481
989	565
922	528
708	406
581	334
438	252
796	458
314	181
924	534
981	567
946	547
244	142
682	397
929	544
843	495
554	326
530	312
861	508
429	254
583	346
677	402
961	572
649	387
963	577
988	594
722	435
624	377
680	411
900	544
291	176
839	508
619	375
899	545
460	279
354	215
181	110
959	587
991	608
961	590
993	610
281	173
279	172
957	590
709	441
903	562
745	467
210	132
967	609
230	145
370	234
951	606
414	265
887	568
471	302
729	471
810	525
653	424
970	630
654	425
920	598
495	322
390	254
347	226
799	521
878	574
613	401
730	479
979	643
363	239
943	621
915	603
253	167
944	624
189	125
720	477
971	645
907	603
496	330
654	438
731	491
323	219
622	423
784	534
922	629
341	233
401	274
641	439
987	676
511	350
883	605
542	372
423	291
739	509
914	631
614	424
736	509
195	135
225	156
724	502
539	374
926	644
741	516
317	221
896	626
464	325
203	143
567	400
715	506
387	274
628	445
951	674
315	224
706	504
797	569
633	452
677	484
555	397
306	219
407	292
932	669
975	700
613	441
874	629
455	328
284	205
897	648
941	680
976	706
875	633
808	586
321	233
249	181
578	421
794	579
593	434
903	661
686	503
259	190
364	268
384	283
480	354
575	425
324	240
155	115
455	338
529	393
402	299
184	137
736	549
819	611
994	742
739	552
817	611
950	711
664	498
613	460
285	214
506	380
307	231
744	560
645	487
878	664
550	416
621	470
708	536
437	331
806	611
29	22
108	82
291	221
451	343
594	452
607	462
365	278
711	542
733	559
838	640
458	350
926	708
816	624
903	691
479	367
891	683
828	635
931	715
301	232
524	404
671	518
792	612
251	194
712	551
766	593
559	433
721	559
335	260
489	380
859	668
734	572
725	565
961	749
672	525
910	712
974	763
853	671
896	705
598	471
838	662
881	696
673	532
773	613
847	673
497	395
915	728
814	648
561	447
109	87
616	492
641	513
938	752
991	796
415	334
467	377
391	316
408	330
647	524
956	775
842	684
968	788
854	696
615	504
783	642
78	64
502	412
826	680
783	645
636	524
821	678
342	283
279	231
169	140
647	537
636	529
619	515
942	784
517	431
247	206
683	571
735	615
978	819
820	688
932	782
741	622
674	567
688	579
761	641
349	294
344	291
961	813
987	837
372	316
877	746
700	596
143	122
601	513
739	631
833	714
86	74
754	650
388	335
988	854
483	418
648	561
940	816
931	809
698	607
655	570
259	226
845	738
950	832
282	247
724	635
855	750
865	761
258	227
200	177
583	516
594	526
745	660
625	554
549	487
291	259
665	592
999	890
871	776
267	238
269	240
697	622
496	443
777	694
860	769
993	888
996	892
913	818
810	726
564	506
460	413
405	364
890	800
779	702
671	605
913	824
414	375
758	687
329	299
869	790
857	781
812	742
774	708
401	368
681	625
589	541
565	519
556	511
767	705
815	750
292	269
577	532
954	880
779	719
919	852
417	387
851	791
714	665
662	617
491	458
722	674
257	240
561	524
455	425
1000	935
963	901
410	384
606	568
288	270
889	834
308	289
552	518
311	292
961	904
868	817
732	689
636	600
373	352
935	883
289	273
363	343
337	319
585	555
660	627
608	578
710	675
848	807
957	911
554	528
398	380
644	615
754	722
902	864
956	916
682	654
905	868
613	589
867	835
603	581
606	584
333	321
86	83
747	721
576	556
873	843
983	951
375	363
870	843
885	858
480	466
657	638
626	609
989	963
628	612
992	968
291	284
254	248
924	903
990	968
330	323
985	965
787	773
847	832
937	921
187	184
278	274
435	429
334	330
859	849
880	870
837	828
187	185
611	605
736	729
317	314
864	857
764	758
138	137
914	908
671	669
795	793
623	622
670	669
459	459
812	813
811	812
555	556
321	322
860	863
741	744
458	460
438	440
847	851
495	498
604	608
989	997
214	216
97	98
862	871
447	452
962	973
433	438
733	742
874	886
659	669
769	782
346	352
681	693
766	780
431	439
784	799
909	928
655	669
944	965
266	272
512	524
734	753
553	568
801	823
911	939
618	637
702	724
874	903
901	934
940	976
354	368
787	822
774	810
316	331
730	765
758	795
685	719
294	309
372	391
779	820
436	459
822	866
854	903
556	588
656	694
256	271
875	927
836	886
682	724
737	783
208	221
498	530
704	751
381	408
303	325
561	602
863	927
824	886
824	886
900	968
295	318
281	303
788	851
906	982
483	525
457	498
885	965
490	535
478	522
651	712
553	605
381	417
530	582
519	570
894	983
733	806
827	910
744	819
701	773
853	943
794	879
643	712
307	340
827	916
74	82
587	651
881	979
188	209
802	892
326	363
464	517
87	97
752	839
475	530
600	670
772	863
542	607
731	820
650	730
554	623
864	972
310	349
607	684
738	832
877	989
448	506
277	313
570	646
581	659
698	792
592	672
658	748
782	890
455	518
598	681
568	647
873	995
873	995
635	724
876	999
820	936
178	204
89	102
803	924
444	511
814	938
478	551
129	149
661	765
703	816
545	634
673	783
790	922
676	789
739	863
799	934
436	512
702	825
376	442
597	703
784	924
595	703
240	284
299	354
444	528
716	852
817	974
628	749
774	924
131	157
326	391
764	917
806	970
484	583
262	316
775	936
148	179
330	400
155	188
456	554
394	479
667	811
782	951
750	913
426	519
617	753
751	917
574	702
204	250
798	978
489	600
651	799
760	933
552	682
399	493
454	561
652	806
698	863
678	839
774	958
365	452
425	527
658	816
520	646
706	878
206	257
641	800
774	966
746	932
413	516
159	199
330	414
735	923
308	387
397	499
443	557
792	996
667	839
239	301
671	846
715	906
789	1000
752	954
614	779
565	717
613	779
707	899
553	704
488	623
639	816
667	855
689	885
741	952
385	495
696	895
182	235
539	696
725	938
488	632
546	708
503	653
635	825
638	829
501	652
680	885
396	516
759	992
104	136
519	680
541	709
635	833
733	965
538	710
81	107
710	941
649	861
613	814
751	998
556	739
518	689
375	499
601	800
598	799
439	587
688	920
723	967
640	856
739	989
622	833
492	659
262	351
314	421
668	897
511	690
683	924
586	794
293	399
663	903
693	946
470	642
458	626
613	838
686	939
590	808
550	755
608	835
504	693
725	997
562	773
721	993
705	971
530	730
89	123
443	613
252	349
483	669
594	823
623	864
204	283
592	822
565	785
260	362
201	280
401	559
572	798
285	398
474	662
250	350
262	367
568	798
528	743
357	503
195	275
671	948
687	974
490	695
419	596
656	934
683	973
605	863
607	866
396	565
283	404
356	509
612	876
269	386
574	824
280	402
458	658
625	899
674	970
533	768
603	869
349	503
400	577
509	735
317	458
209	304
456	666
587	859
421	617
557	817
638	936
